1807648168,2064,1749
1418555530,2413,2106
1125964210,2986,2615
1250142026,3290,2986
1892627171,3317,2964
778731861,3499,3204
1894369629,3840,3561
696933920,3938,3598
438589491,3921,3583
1621002296,4133,3817
651802632,4242,3942
2107443224,4167,3874
45023307,4459,4163
1758008124,4451,4149
1646371921,4643,4369
4766562,4701,4384
1292738535,4696,4337
1345483087,4745,4449
517254671,4866,4553
37926966,5017,4733
554348863,4840,4358
1408974251,5077,4778
1682681674,5138,4829
1795816257,5005,4556
750029115,5188,4893
1863702030,5298,4136
1855610584,5396,5094
611520720,5387,4991
1485089044,5385,5016
1250442005,5572,5282
1976804832,5534,5226
1715248762,5592,5281
771418758,5496,4809
1208442275,5593,5303
485937598,5685,5394
1967355409,5722,5407
1396721535,5596,5106
2077742806,5645,5320
1076641925,5756,5462
1896232624,5755,5418
1961501712,5857,5552
1314838582,5767,5442
84113572,5772,5396
821576394,5833,5389
1187903677,6000,5691
1704491411,5909,5530
201719260,5884,5543
1439394198,5929,5526
429075478,5983,5672
1823409783,6048,5742
434398524,6081,5782
1579957528,6098,5808
1754444726,6154,5862
171493374,6211,5931
2102368942,6259,5968
1862383967,6136,5807
1574877131,6186,5890
51554940,6173,5854
1436633036,6293,5996
271800170,6198,5899
402249858,6255,5957
93199773,6139,5657
1383178166,6428,6155
1485891705,6335,5969
548554586,6330,5852
811597470,6417,6098
1478797373,6548,6259
780934299,6535,6231
1896622931,6477,6167
1947185929,6448,6133
1873091796,6512,6201
603305436,6466,6009
711540569,6560,6245
223693919,6532,6171
1333810223,6726,6436
597307515,6634,6323
859654796,6621,6197
1401316767,6706,6407
1611241809,6791,6478
657736958,6744,6432
1898325501,6784,6472
1450652220,6856,6562
1265900909,6830,6527
1281414889,6807,6517
1074263646,6747,6311
1551945522,6765,6443
1963862935,6895,4446
272678513,6806,6499
477376212,6804,6357
2083999882,6887,6591
1293203138,6836,6416
661119548,6951,6654
116669570,6890,6427
1649320501,6933,6496
417301556,7122,6847
1899600175,6960,5959
403170294,7049,6722
2050339061,7131,5107
593415583,7180,6873
1038677529,7100,6765
1000966072,7159,6864
214187874,7150,6859
319558327,7287,7018
1904783235,7188,6892
2045036434,7269,6962
2081652693,7231,6908
2032169857,7162,6779
391183339,7241,6942
363023858,7200,6789
1489743810,7325,7036
1528923159,7295,6990
2035616217,7328,7022
1446983876,7336,7047
2097905212,7358,7056
1182908789,7328,7023
151593342,7357,7058
783191662,7407,7107
426394307,7403,7095
2068598972,7313,6971
1949298838,7444,7149
1072377306,7343,6952
635371680,7355,5586
1150963491,7525,7230
126189538,7398,6921
1497377679,7482,7186
1902237905,7561,7271
1530446316,7491,7178
2032891036,7547,7240
1191654595,7648,7339
20224131,7619,7331
1082309267,7584,7233
116734858,7579,7194
355518265,7694,7396
1528195520,7710,7415
712974096,7750,7446
1946988038,7758,7458
656479172,7851,7554
2075809815,7825,7527
1802066694,7795,7467
1250121181,7827,7503
1273143001,7893,7582
2135449562,7900,7586
1293226111,7825,7487
480903748,7898,7550
1058609221,7924,7639
809300666,7894,7592
335708295,7914,7611
1912821769,7946,7655
1515833950,7901,7546
987249254,7877,7567
1702143276,8014,7704
212890971,7989,7685
1231799381,7939,7605
609656250,7985,7682
406765571,8011,7715
216856121,8025,7715
775514090,8130,7848
1850954068,7980,7645
867988177,8058,7770
361268035,8016,7657
1855026648,8157,7866
159290353,8026,7669
1984513847,8099,7799
467796378,8057,7568
292641216,8193,7899
124888672,8282,7979
760357227,8316,8011
1924949331,8181,7856
480490520,8272,7970
2034182655,8281,7994
443384617,8318,8015
389993238,8297,7991
1732238286,8220,7782
754177595,8331,8022
475603167,8323,8014
352598575,8325,8022
1464191502,8247,7924
1158258131,8397,8103
1863374262,8294,7979
246273275,8291,7982
1138697171,8329,8020
403174823,4227,2899
769432223,8475,8175
26540753,8346,7976
93740343,8379,8050
504053874,8532,8251
402009651,8504,8199
2061543916,8466,8160
892555958,8492,8203
713312506,8447,8131
