580673921,58
1646371921,57
775445710,89
252480153,52
42544488,727
20853837,780
806511723,1058
121167003,1486
124888672,2894
1014486152,2991
1894369629,541
627318073,3300
1297502382,2621
1665197552,3523
443384617,3836
2102368942,2736
443384617,3836
1158258131,3604
443384617,3842
443384617,3854
20853837,3961
20853837,3949
20853837,3944
20853837,3961
445918232,1754
1436633036,4339
1262854901,567
769432223,4359
1876682596,2218
769432223,4350
769432223,4362
1466785259,4508
953082513,4512
1466785259,4504
1466785259,4513
510276116,1365
538185145,4599
775445710,4790
775445710,4802
775445710,4804
775445710,4799
769432223,4369
914507705,4931
1583353301,5001
1583353301,4994
1583353301,4995
2102368942,5175
2102368942,5195
2102368942,5194
2102368942,5193
1583353301,4980
1583353301,4988
769432223,5108
1478797373,5242
656479172,5455
656479172,5456
656479172,5465
656479172,5460
656479172,5470
1014486152,5513
1333810223,5570
1014486152,5502
252480153,5505
252480153,5505
252480153,5505
1014486152,5499
252480153,5511
443384617,3857
1466785259,4504
1014486152,5511
1042786867,1856
778731861,5844
1623009085,6011
1707582034,6070
1707582034,6070
1707582034,6077
1707582034,6078
1707582034,6076
33533830,6090
33533830,6087
1665197552,6075
1665197552,6090
1702143276,6068
1665197552,6088
1665197552,6079
33533830,6084
33533830,6086
1293241549,6137
33533830,6109
1611241809,6149
1611241809,6149
1611241809,6175
1611241809,6158
1183231938,6471
1183231938,6474
1611241809,6149
1183231938,6470
1183231938,6496
303240439,6601
303240439,6601
303240439,6601
303240439,6610
303240439,6614
1297502382,6553
2067180044,5559
319558327,6630
319558327,6635
319558327,6630
319558327,6639
1183231938,6490
1297502382,6579
517355658,6725
14183023,6681
1297502382,6683
1297502382,6567
14183023,6688
1371957475,6712
14183023,6699
1371957475,6712
1371957475,6721
1371957475,6718
1371957475,6728
14183023,6729
477533894,6870
238357312,6935
238357312,6934
238357312,6940
238357312,6947
780934299,740
14183023,6700
910599202,6924
238357312,6938
1646371921,6974
1646371921,6974
1466785259,7009
1963862935,6990
1646371921,6984
1646371921,6974
1187903677,7026
1158258131,7094
1187903677,7030
1158258131,7107
1158258131,7100
1158258131,7099
445918232,7116
1397381784,7203
1397381784,7204
1397381784,7202
1397381784,7207
1397381784,7217
1187903677,7039
1187903677,7061
1908043086,7188
1908043086,7187
37926966,7272
1187903677,7109
37926966,7273
37926966,7272
37926966,7279
37926966,7288
1908043086,7173
664070838,7283
1908043086,7173
1262854901,7324
1262854901,7324
1262854901,7329
1262854901,7327
445918232,7103
42544488,7287
1293241549,7400
42544488,7270
1908043086,7182
517355658,7453
517355658,7453
517355658,7462
517355658,7463
1293241549,7402
1293241549,7400
1293241549,7400
42544488,7270
1852777344,1397
778731861,7561
891786282,7630
891786282,7634
891786282,7636
891786282,7643
891786282,7642
155361948,7682
155361948,7680
155361948,7692
1876682596,7649
1876682596,7637
155361948,7684
778731861,7566
319558327,7703
155361948,7703
778731861,7574
1876682596,7649
712974096,7629
252277567,7739
712974096,7634
252277567,7741
1876682596,7642
712974096,7633
252277567,7754
778731861,7565
627318073,7785
627318073,7770
627318073,7769
627318073,7799
252277567,7739
252277567,7741
712974096,7610
1436633036,7844
712974096,7620
1436633036,7847
1436633036,7847
355518265,1180
1042786867,7963
1042786867,7969
1064265473,8057
1042786867,7957
1064265473,8059
1064265473,8071
1064265473,8070
1436633036,7868
1064265473,8080
42544488,7270
1813666644,8095
1813666644,8092
1042786867,7959
1813666644,8099
1813666644,8099
1813666644,8108
953082513,8220
953082513,8220
953082513,8227
953082513,8234
613298587,662
1682681674,3546
634297796,913
1682681674,3561
