769432223,10521,2052
238357312,19579,3449
1611241809,22906,4536
1250442005,26147,6155
1894369629,27003,5355
33533830,27203,6584
1297502382,27410,6372
1042786867,27970,5547
1466785259,28812,5718
252277567,29562,5867
42544488,29910,5935
1702143276,30135,5982
20853837,30692,7119
1436633036,31074,6023
37926966,31922,6338
1383178166,32741,6503
504053874,33162,6313
1944702768,33478,6647
1583353301,33562,6668
303240439,33749,6826
517355658,34010,6756
1522095831,35618,7312
1293241549,36113,8730
1450652220,37033,7361
1333810223,37093,7244
1963862935,37192,7392
1183231938,38431,8705
1478797373,39014,8907
1101048445,39250,7972
914507705,39257,8534
1371957475,39609,7877
155361948,39792,8110
1187903677,39990,7951
445918232,40059,7966
538185145,40124,7979
124888672,40200,8772
1707582034,40409,8034
712974096,40910,8136
443384617,41002,9356
171493374,41786,10218
1565740893,41935,9357
477533894,42045,8364
1908043086,42088,8372
1397381784,42715,8498
664070838,42796,8515
2102368942,43078,9899
1946988038,43561,8666
1014486152,43749,9580
1514476350,43991,8753
891786282,44212,9902
1623009085,44226,9105
627318073,44310,8817
760357227,44395,9952
580673921,44445,9421
1262854901,44578,8869
806511723,44851,8926
1665197552,45441,9042
656479172,45549,9063
14183023,45809,11155
1664576493,46160,9187
319558327,46860,11478
775514090,47079,10345
2032079962,48241,9602
696933920,48758,9706
778731861,48803,9716
510276116,49416,9838
1422238463,22433,4483
910599202,50288,12095
2067180044,50812,10118
1876682596,51030,10161
651802632,41455,9578
417301556,52105,10377
953082513,54396,10833
1095088856,54717,10898
288958772,26582,6017
2097905212,22050,4406
1528195520,23884,4773
2034182655,18376,4448
259564670,41374,9598
1409160703,29939,5984
1561063579,20791,4154
783191662,25661,4540
1990519794,33034,6602
2028265136,29740,5944
1965445467,37745,7911
517254671,37143,7423
1855026648,32854,7505
1852777344,36643,7324
1682681674,43687,9968
1902237905,22685,4533
2130192211,24467,4142
1976804832,23518,4700
1754444726,39630,7921
1961501712,29754,5947
539690370,27070,6118
355518265,37967,8875
1150963491,39814,9848
707157673,44238,10581
1489743810,28160,7018
1776374725,34050,6805
889891977,19402,3879
613298587,35253,7047
658532887,35834,8335
150138649,39338,7864
980697799,29059,6066
1446983876,35881,7172
1967355409,23651,5411
45023307,38599,7716
1191654595,41733,8342
754177595,41639,8324
1961002599,34443,8050
1258372214,30034,7147
593415583,35784,7153
65586123,39113,9623
1991371192,40203,8037
1363793720,34073,6811
389993238,41700,8336
