14183023,2506
1949298838,3326
1702143276,3579
1187903677,3708
429075478,3691
1926004335,3801
1912821769,3892
1450652220,3984
539690370,3943
434398524,4479
33533830,4589
897848096,4587
1107412069,4694
810267739,4764
809300666,4797
445918232,4994
658532887,5006
303240439,5108
1621002296,5000
150138649,5248
231202600,5289
1551446957,5325
2102368942,5595
1314838582,5511
2114289475,5612
634297796,5673
609656250,5649
760357227,5804
1497377679,5672
1710814638,5704
11249189,5709
770010802,5826
155361948,5983
1683662486,5913
1485891705,5908
1976804832,5996
1062186835,5953
1471948789,5954
121167003,6101
252277567,6130
335708295,6089
987249254,6030
603305436,6063
1293677337,6103
914507705,6231
1640296160,6124
1095088856,6230
361268035,6105
1222768327,6142
1855026648,6296
504053874,6408
1265900909,6366
1515833950,6349
384515747,6419
959629210,6342
1293241549,6596
1987375157,6554
364597300,6564
426394307,6551
725680028,6531
1514476350,6652
1802066694,6530
1908043086,6654
116669570,6558
1873091796,6643
2067180044,6745
1293680734,6679
1534694976,6649
1855610584,6708
611520720,6714
1984513847,6719
1139814130,6699
1076641925,6776
593415583,6848
635371680,6749
1171802656,6826
1101048445,6950
2095064787,6888
37926966,7010
517254671,6949
808228639,6871
1876682596,7008
1422238463,6977
1528923159,6957
754177595,6998
1835073088,6933
1810458830,6953
1371957475,7063
389993238,7036
402405659,6969
2045036434,7032
65586123,7077
1594138273,7126
1896232624,7070
1617838096,7160
138776324,7165
867988177,7171
288958772,7235
1020154737,7128
1902237905,7260
2107443224,7212
136393487,7173
1489743810,7301
1345483087,7299
402249858,7327
120360571,7266
1646371921,7434
1823409783,7363
95396809,7393
1408974251,7405
223693919,7356
1250121181,7383
1231799381,7416
1530446316,7388
1413623320,7489
1208825205,7403
477376212,7401
352598575,7501
1529115495,7478
1944702768,7605
1963862935,7549
1896622931,7528
1522095831,7608
443384617,7622
20224131,7620
1715248762,7662
859654796,7563
1816725203,7621
657736958,7704
480903748,7702
1585239756,7648
1515877023,7657
1898325501,7794
116734858,7710
1947185929,7708
1038677529,7736
1250142026,7838
2032891036,7783
124888672,7939
2053996178,7769
783191662,7896
91912419,7855
696933920,7920
1603177117,7822
1273143001,7914
1528195520,7948
1293226111,7849
980697799,7959
79782883,7882
1833789138,7991
292641216,8003
2083999882,7945
1072377306,7917
271800170,7974
865059288,7945
1436633036,8086
1042790962,8058
2106592975,7975
1401316767,8031
1262854901,8128
811597470,8018
20853837,8133
1894369629,8148
1823541245,8006
2068598972,8009
2123960023,8027
538185145,8185
238357312,8204
707157673,8201
1776374725,8202
1439394198,8106
1965445467,8231
1261031890,8202
903525611,8210
1862383967,8135
1991371192,8234
1183231938,8292
1680503330,1276
1732238286,8204
1583353301,8355
953082513,8385
1892627171,8249
944140566,8269
1258372214,8370
711540569,8301
1681920301,8337
891786282,8476
84113572,8295
2032079962,8478
1058609221,8396
1392794732,8412
1396431506,8361
1944798106,8378
633240419,8378
1850954068,8438
589273327,8489
426960147,8478
2030937207,8466
837457281,8525
1754444726,8591
2135449562,8579
1707582034,8635
2081652693,8547
1272883899,8519
4766562,8588
1292738535,8562
775445710,8690
821576394,8588
125994398,8582
1473981203,4938
1158258131,8744
406765571,8655
871160466,8604
510276116,8752
1764996806,3675
1626343059,8649
93199773,8655
572145572,8720
702025003,8660
724608044,8717
216856121,8795
1446983876,8835
2050339061,8825
1333810223,8903
1565740893,8913
1848125895,8764
656479172,8956
42544488,8924
1579957528,8905
272678513,8861
613298587,8951
889891977,8943
205721196,8871
1042786867,9021
1758008124,8997
750029115,8994
443934570,9002
1363793720,9068
201719260,8984
1409160703,9125
2077742806,9029
2052910813,9063
1363560175,9088
1864387098,9076
627318073,9226
1396721535,9070
892555958,9217
1649320501,9145
1574877131,9219
212890971,9281
1464191502,9205
775514090,9369
1197251633,5529
1924949331,9267
1326393666,9241
1161322357,2782
253601149,9284
1204481453,9269
1082309267,9344
1383519982,5506
402009651,9461
2034182655,9488
1807648168,9502
2032169857,9435
993370665,2772
1721246982,9480
480490520,9567
1959910454,9616
1074263646,9534
1664576493,9675
1863374262,9574
139566260,9650
126189538,9560
1400856767,9724
1399794302,9604
2101249621,4458
76659128,9593
113411247,9660
93740343,9610
910599202,9765
1397381784,9794
1774720883,9645
441001942,9706
1795816257,9721
548554586,9747
684566052,7372
646910062,9895
780934299,9955
1990519794,9976
475603167,10032
899543194,10001
1961501712,10085
1191654595,10115
1293203138,10075
467796378,10081
2144665602,10165
806511723,10323
1561063579,10291
1611241809,10353
540325452,10328
252480153,10377
778731861,10411
2035616217,10393
159290353,10307
319558327,10491
1281414889,10429
1896305732,10367
1478797373,10527
1551945522,10397
477533894,10558
602423811,10467
643290333,10467
1125964210,10495
1605851606,10508
1946988038,10683
884860061,10572
51554940,10611
1704491411,10651
2028265136,10788
398457879,10732
1304589447,5990
2129442232,7333
225672073,10893
856055143,10923
1623009085,10983
1899600175,10846
1894601438,10920
2097905212,10986
1128132589,10909
685558284,10927
370475881,10914
379303133,5542
2130192211,11066
990897274,11106
2095486832,11103
605052357,3669
1572256205,11071
1323434987,3819
352083716,11133
1150963491,11274
405215542,11287
1534754611,11236
597307515,11244
438589491,11266
1954985045,4951
1064265473,11499
769432223,11455
417301556,11565
2103569237,3307
